NAME	CHR	BEG	END	CLASS	F:M SLOPE	F10	F11	F12	U13	F14A	U14A	F14B	F14B_r2	F14C	F14C_r2	F14D	U14D	M10	M11	M12	M13	M14A	M14A_r2	M14B	M14B_r2	M14C	M14C_r2	M14D	M14D_r2	w1_F10	w1_F11	w1_F12	w1_U13	w1_F14A	w1_U14A	w1_F14B	w1_F14B_r2	w1_F14C	w1_F14C_r2	w1_F14D	w1_U14D	w1_M10	w1_M11	w1_M12	w1_M13	w1_M14A	w1_M14A_r2	w1_M14B	w1_M14B_r2	w1_M14C	w1_M14C_r2	w1_M14D	w1_M14D_r2	cas_F10	cas_F11	cas_F12	cas_U13	cas_F14A	cas_U14A	cas_F14B	cas_F14B_r2	cas_F14C	cas_F14C_r2	cas_F14D	cas_U14D	cas_M10	cas_M11	cas_M12	cas_M13	cas_M14A	cas_M14A_r2	cas_M14B	cas_M14B_r2	cas_M14C	cas_M14C_r2	cas_M14D	cas_M14D_r2
CG9684	3R	4185679	4188269	mat	1.112818011	90.18	31.38	103.07	28.31	4.39	2.73	1.7	2.83	5.34	6.33	10.96	9.17	83.43	25.8	56.33	57.87	6.63	3.42	0.96	4.04	8.41	6.15	7.46	8.24																																																
CG9686	X	9773901	9774568		0	0	0	0	0	0	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
CG9691	X	9778474	9779079		0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0																																																
CG9701	3L	16726673	16732471	zyg	1.146464646	0	0	0	0	0.03	0	0	0.06	0	0.03	0.17	0.09	0	0	0	0	0.02	0	0	0.03	0.05	0	0.13	0.05																																																
CG9702	3R	26405150	26407839	zyg	1.277310924	0	0	0	0	0	0	0.07	0.03	0.13	0	0.17	0.08	0	0	0	0	0.06	0.07	0	0.05	0.09	0.04	0.11	0.11																																																
CG9705	3L	16773200	16775521	mat	1.006230668	214.97	183	252.65	255.41	242.23	238.73	194.81	253.74	182.91	237.82	129.72	143.14	211.97	189.16	237.35	274.99	244.66	239.39	193.1	241.94	146.59	249.03	134.2	94.52																																																
CG9706	3L	16776146	16778351	mat	0.869218337	22.94	19.01	22.67	9.9	1.58	1.33	1.23	1.2	2.51	2	2.89	4.26	29.6	18.99	21.7	14.51	3.34	2.03	0.99	1.29	3.79	2.52	3.71	2.68																																																
CG9715	3L	16838531	16845450	mat	0.99276612	76.42	60.65	94.72	46.45	38.48	16.82	16.27	43.2	23.14	43.49	27.64	38.26	90.24	50.81	66.03	66.89	39.5	36.74	17.97	34.99	23.44	32.73	21.27	23.69	76.42	60.65	94.72	46.45	38.48	16.82	14.74	42.43	18	36.01	24.18	27.72	90.24	50.81	66.03	66.89	37.29	36.74	17.46	33.27	17.89	27.37	17.28	18.31	0	0	0	0	0	0	1.53	0.77	5.14	7.48	3.45	10.54	0	0	0	0	2.21	0	0.51	1.72	5.55	5.36	3.99	5.38
CG9717	3R	26409605	26413021		1.875432526	0	0	0.02	0	0.31	0.02	0	0.06	0.11	0.09	0.05	0.09	0	0	0.02	0	0.16	0.12	0.03	0.04	0.02	0	0.04	0.07																																																
CG9723	X	16547252	16549045	mat	0.976490826	55.23	64.53	62.98	66.4	71.11	60.36	62.93	55.88	39.43	62.99	43.12	48.74	61.26	68.5	69.87	65.44	72.61	71.2	51.63	70.59	35.54	52	48.06	22.02																																																
CG9727	3R	2277274	2282165	mat	0.883795881	24.83	22.69	32.57	10.52	3.88	1.45	1.34	2.75	2.64	2.98	2.25	3.9	30.24	29.25	24.77	18.82	5	4.24	1.27	2.81	2.24	2.87	1.69	1.34	24.83	22.69	32.57	0	0	0	0	0	0	0	0	0	0	29.25	24.77	18.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9731	3R	4687715	4688504		0.120954907	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0.21	0	0.38	0.19																																																
CG9733	3R	26069697	26072425		2.333333333	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0																																																
CG9737	3R	26066984	26069032		0.230769231	0	0.07	0.07	0.11	0.14	0	0	0	0.03	0	0.03	0.11	0	0	0	0	0	0	0	0	0.03	0.16	0.15	0.12																																																
CG9740	3R	5083448	5084223	mat	0.948760764	59.8	63.34	84.55	101.33	110.69	101.82	69.61	92.08	113.28	107.99	136.5	126.85	72.84	46.77	83.79	88.93	90.06	96.57	100.65	98.38	139.48	117.21	137.36	164.66																																																
CG9743	3R	26022086	26028718		0.405063291	0.07	0	0	0	0	0.06	0.09	0.07	0.09	0.07	0.03	0	0.04	0	0	0	0.03	0.09	0	0.07	0.09	0.03	0.17	0.09																																																
CG9747	3R	26011141	26016799		0.313432836	0	0.17	0.05	0.02	0.03	0.02	0.02	0	0	0.06	0.02	0.03	0	0	0.02	0	0	0.08	0.07	0	0	0.07	0.09	0																																																
CG9752	2R	17181906	17183092	matzyg	0.962985317	15.07	6.31	5.47	3.33	2.52	2.24	2.08	3.33	16.55	8.37	18.4	24.27	11.57	3.97	4.97	1.4	2.12	2.56	2.36	2.52	23.71	9.46	10.57	21.89																																																
CG9754	2R	17197872	17199853	mat	1.030967892	37.08	32.16	46.25	46.87	47.1	45.07	32.09	56.87	52.36	58.02	60.15	67.1	46.39	26.21	41.23	54.3	40.64	44.32	36.92	48.98	49.71	52.48	43.75	48.34																																																
CG9760	3L	12150149	12156835	zyg	0.989424207	0	0	0	0	0.06	0.08	0.03	0.06	0.37	0.06	0.33	0.42	0	0	0	0	0.22	0.08	0.05	0.11	0.13	0.18	0.32	0.24																																																
CG9766	3R	94942	96622		0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
CG9769	3R	538860	539918	mat	0.995192618	386.81	549.53	392.96	487.15	467.58	492.22	591.05	418.44	511.23	447.86	443.37	494.34	364.36	492.16	419.69	416.27	512.98	479.26	560.5	425.58	505.5	451.37	552.64	486.2																																																
CG9772	3R	161142	165287	mat	1.011752593	99.6	75.51	112.55	113	150.02	125.05	89.99	141.48	88.45	126.35	99.43	114.02	104.65	76.4	108.05	128.7	128.1	138.03	101.35	139.95	87.01	126.08	83.03	74.28																																																
CG9773	3R	4501004	4502349	mat	0.990440525	49.66	41.02	61.08	62.19	65.8	51.72	39.98	27.81	12.56	22.63	16.98	19.76	55.8	34.33	57.41	69.07	65.43	52.84	31.49	53.01	17.06	21.41	17.64	19.96	49.66	41.02	61.08	62.19	65.8	51.72	39.98	25.82	6.76	18.52	12.73	0	55.8	34.33	57.41	67.81	65.43	52.84	31.49	53.01	12.41	0	12.49	0	0	0	0	0	0	0	0	1.99	5.8	4.11	4.25	0	0	0	0	1.26	0	0	0	0	4.65	0	5.15	0
CG9775	3R	463731	467317	matzyg	1.024725653	106.64	107.52	114.85	155.59	257.68	353.08	468.42	439.71	244.14	411.22	246.02	134.18	84.07	140.12	109.7	154.46	286.96	301.29	390.77	401.26	240.42	287.96	282.01	153.8																																																
CG9776	3R	153526	159727	mat	0.994170617	88.95	59.28	105.27	92.46	104.9	85.73	67.14	133.5	108.36	137.51	120.23	133.95	98.32	62.37	99.36	119.36	90.49	93.91	72.84	109.82	109.76	134.07	92.2	80.33																																																
CG9780	3R	117995	120558		0.146209386	0	0.08	0	0	0	0	0	0	0.07	0.03	0.02	0.2	0	0	0	0	0	0	0	0	0.05	0.07	0.23	0.02																																																
CG9782	X	16509060	16515619	matzyg	1.022940563	0	0	0	0	0.08	0.22	0.27	0.39	0.51	0.62	0.24	0.26	0	0	0	0.26	0.03	0.12	0.03	0.04	0.12	0.18	0.11	0.52																																																
CG9784	X	16490554	16492503	matzyg	1.324184171	11.65	10.02	7.56	3.12	1.43	0.72	1.59	2.24	11.6	9.29	18.18	8.63	11.57	9.2	5.96	2.44	1.23	1.01	1.19	1.4	7.8	5.25	9.24	5.74																																																
CG9791	3R	137257	140094	mat	0.931705398	21.96	18.25	28.18	21.22	16.68	11.13	6.82	13.33	9.01	14.14	9.55	12.08	24.34	16.34	23.18	29.24	15.72	13.8	8.39	15.31	12.02	13.07	10.82	9.41	0	0	28.18	21.22	0	0	4.34	9.69	0	0	0	0	24.34	0	23.18	29.24	15.72	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48	3.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9793	3R	4554088	4555415	mat	1.043415545	14.69	9.61	22.48	22	10.86	8.34	5.3	6.06	0.39	1.81	0.41	0.53	19.16	5.21	14.83	20.54	13.41	9.46	3.16	9.06	0.19	2.6	0.56	0.93																																																
CG9795	3R	145411	152096	mat	0.945884704	57.68	45.32	80.07	63.47	64.92	49.3	34.81	63.22	10.64	23.67	9.77	13.72	71.02	37.93	66.78	82.01	65.98	61.36	32.05	71.06	9.7	26.05	7.5	7.75																																																
CG9796	3R	9224247	9227580	mat	1.029451248	514	599.03	544.96	572.86	369.28	371.15	322.41	244.03	132.52	193.06	127.62	116.69	494.24	552.83	543.09	536.46	448.43	346.25	234.55	304.08	125.79	206.2	127.36	100.02																																																
CG9797	3R	4555511	4557416	mat	1.025758319	57.7	69.56	65.79	66.88	75.43	81.14	84.58	88.82	117.58	103.67	120.67	116.85	59.45	67.51	66.94	62.9	80.4	81.05	83.75	84.83	109.1	109.75	115.3	115.33	57.7	69.56	65.79	66.88	75.43	81.14	81.01	87.7	104.52	93.17	102.7	92.92	59.45	67.51	66.94	62.9	80.4	80.01	82.09	82.74	99.4	104.98	87.77	102.31	0	0	0	0	0	0	3.57	1.12	13.06	10.5	17.97	23.93	0	0	0	0	0	1.04	1.66	2.09	9.7	4.77	27.53	13.02
CG9799	3R	9211359	9214429	matzyg	0.855288633	17.25	7.98	5.78	1.88	1.02	1.03	0.96	2.01	20.61	15.16	32.25	35.7	14.92	7.73	5.34	2.62	1.14	0.98	2.02	1.28	32.03	11.66	32.88	25.51	0	0	0	0	0	0	0	0	7.93	0	0	12.98	0	0	0	0	0	0	0	0	0	0	21.14	0	0	0	0	0	0	0	0	0	12.68	0	0	22.72	0	0	0	0	0	0	0	0	0	0	11.74	0
CG9801	3R	4561600	4573372	mat	0.867019363	12.83	10.87	9.55	4.61	1.62	0.63	0.56	0.76	1.35	0.7	0.74	2.7	14.07	12.55	11.21	6.6	1.85	1.58	0.52	1.05	0.65	0.71	0.97	0.9	12.83	10.87	9.22	4.61	0	0	0	0	0	0	0	0	13.78	12.55	11.21	6.6	1.85	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0
CG9804	3R	261943	263051	mat	0.97788775	14.91	18.21	12.72	13.83	15.29	15.3	17.56	10.01	6.56	7.53	5.42	8.56	15.6	18.6	14.83	15.39	16.27	14.07	8.79	13.56	7.89	7.59	6.93	7.97																																																
CG9806	X	10517757	10521145		0	0	0.02	0.06	0	0.02	0.04	0	0.17	0.03	0.02	0	0.04	0	0	0	0	0	0	0.03	0.02	0	0	0	0.03																																																
CG9812	2R	19299858	19307207		0.97318612	0	0	0	0.04	0.45	0.28	0.29	0.14	0.04	0.14	0.15	0	0	0	0	0	0.3	0.17	0.04	0.22	0.25	0.04	0.19	0																																																
CG9813	3R	9198820	9205494	zyg	0.515163267	0.03	0	0	0.06	0.03	0.02	0	0	0.81	0.24	0.24	1.02	0.08	0	0	0	0.02	0.08	0.11	0.03	0.52	0.26	1	0.42																																																
CG9815	2R	19309030	19313420		0.053880934	0	0.33	0.13	0	0.13	0	0	0	0	0	0	0.07	0	0	0.11	0.47	0	0.06	0	0	0.18	0	0	0.05																																																
CG9817	X	10497969	10507048	zyg	0.428571429	0	0	0	0.01	0	0	0.01	0.03	0.04	0.03	0.02	0.06	0.01	0.03	0.01	0	0.02	0	0.01	0.01	0.05	0.02	0.06	0.01																																																
CG9821	3R	4643362	4646386	mat	0.850642263	292.88	295.09	405.54	187.35	98.61	49.47	39.37	107.83	44.29	80.96	42.55	66.8	368.63	386.84	333.14	301.67	119.94	100.73	25.22	113.22	26.01	55.75	39.63	33.58	291.62	295.09	399.47	187.35	87.08	44.52	33.88	80.87	42.41	47.72	23.28	58.01	366.3	384.59	332.25	296.62	103.11	81.63	25.22	87.73	10.51	40.88	25.15	30.66	1.26	0	6.07	0	11.53	4.95	5.49	26.96	1.88	33.24	19.27	8.79	2.33	2.25	0.89	5.05	16.83	19.1	0	25.49	15.5	14.87	14.48	2.92
CG9822	2R	17234379	17235356		1.042821159	0	0	0	0	0.27	0	0.31	0	0.12	0.07	0.17	0.29	0	0	0	0	0	0	0.06	0	0.19	0	0	0.06																																																
CG9825	2R	18724885	18726814		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0																																																
CG9826	2R	18728357	18729988		0	0	0	0	0	0	0	0	0	0	0.04	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0																																																
CG9836	3R	4648563	4649895	zyg	0.94063984	5.13	1.5	0.42	1.84	2	4.05	4.3	6.26	16.22	10.13	24.2	19.8	2.49	1.17	0.52	1.27	3.62	3.93	6	5.99	20.92	13.38	21.99	21.92	0	0	0	0	0	0	0	0	0	0	13.65	9.14	0	0	0	0	0	0	0	0	3.14	5.15	0	9.19	0	0	0	0	0	0	0	0	0	0	10.55	10.66	0	0	0	0	0	0	0	0	17.78	8.23	0	12.73
CG9837	3R	4634670	4635533		0.311346137	0	0	0.07	0.87	0.36	1.47	0.06	1.21	0.25	0.46	1.26	0.85	0	0	0.06	0	0.18	0.88	0	0.87	0.34	0.65	4.13	1.96																																																
CG9839	3R	4629192	4631352	zyg	1.001970251	0	0	0	16.36	21.65	17.96	13.68	26.55	35.23	34.43	46.06	54.92	0	0	0	19.12	15.63	20.69	18.21	22.09	40.76	31.21	39.02	43.23																																																
CG9849	2R	18825258	18826548	mat	1.057915355	47.27	47.37	46.15	53.37	55.6	52.08	47.47	35.45	12.15	22.72	10.66	9.01	42.71	38.63	49.93	52.43	46.98	50.45	47.63	47.82	13.51	23.25	10.65	11.24	47.27	47.37	46.15	53.37	55.6	51.3	47.47	34.31	10.33	22.72	6.49	0	42.71	38.63	49.93	52.43	46.98	48.62	47.08	47.82	12.8	20.93	7.75	7.93	0	0	0	0	0	0.78	0	1.14	1.82	0	4.17	0	0	0	0	0	0	1.83	0.55	0	0.71	2.33	2.9	3.31
CG9850	2R	19641217	19685240	zyg	1.058823529	0	0	0	0.13	0.02	0	0.02	0.04	0.07	0.03	0.08	0.48	0	0	0	0	0	0.03	0	0	0.08	0.02	0.02	0.11																																																
CG9853	3R	224279	225734	mat	1.056442627	74.33	59.56	72.12	83.47	78.49	75.61	63.39	67.72	51.9	49.44	44.48	45.48	68.83	54.43	72.83	76.82	77.76	72.38	58.15	71.91	43.69	48.55	44.85	43.66																																																
CG9855	3R	221885	223609	mat	0.998044097	46.35	34.84	27.08	8.21	0.9	1.04	0.73	0.78	2.17	0.84	3.42	3.75	47.25	37.45	20.01	8.63	2.02	0.78	0.37	0.98	3.38	0.87	3.25	3.43																																																
CG9861	2R	19211181	19214268	zyg	1.0625	0	0	0	0	0	0	0	0.04	0.04	0.02	0.17	0.06	0	0	0	0	0	0	0	0	0	0.09	0.16	0.14																																																
CG9863	2R	19234157	19235300	zyg	0.44133958	0	0	0.38	0.48	0.23	0.26	0.1	2.01	1.29	1.07	0.76	0.89	0	0	0.49	1.89	0.3	1.57	1.08	2.23	0.64	0.44	0.75	0.59	0	0	0	0	0	0	0	0	0	1.07	0.76	0.89	0	0	0	0	0	0	0	0	0.26	0	0	0.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0	0.75	0.32
CG9864	2R	16135634	16141444		1.7	0	0	0	0	0	0	2.55	0	1.35	2.11	0	1.38	0	0	0	0	0	0	1.5	0	0	0	0	0																																																
CG9865	2R	17555045	17557560		0.551384635	82.96	65.85	0	67.63	0	0	0	0	35.71	33.25	44.03	48.31	105.99	0	91.62	87.29	0	0	15.93	0	46.55	32.98	0	34.38	82.96	65.85	0	67.63	0	0	0	0	20.8	20.2	25.84	27.01	105.99	0	91.62	86.91	0	0	15.09	0	29.31	24.73	0	17.32	0	0	0	0	0	0	0	0	14.91	13.05	18.19	21.3	0	0	0	0.38	0	0	0.84	0	17.24	8.24	0	17.06
CG9866	2L	2375893	2380514	mat	0.974062895	22.72	26.19	25.6	24.88	26.83	22.56	26.53	37.51	17.91	24.08	16.18	19.76	23.38	32.02	25.88	26.72	27.49	32.72	21.94	31.64	15.45	18.31	15.04	9.82																																																
CG9867	2L	2381139	2383077	matzyg	0.941266993	12.96	12.3	13.17	11.04	9.89	6.95	9.03	11.39	25.51	19.02	29.3	31.44	12.48	11.78	12.29	10.25	10.6	10.9	8.1	9.06	31.34	19.77	29.27	26.73																																																
CG9870	2L	2383298	2384731	mat	0.836823628	4.39	2.3	3.18	1.21	0.29	0.11	0.04	0.13	0.85	0.54	1.5	1.16	5.4	0.75	1.16	2.87	0.14	0.32	0.14	0	1.34	0.45	0.73	0.85																																																
CG9875	2R	19245182	19245975		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0																																																
CG9876	2R	18977625	18981785	zyg	0.939189189	0	0	0.21	0	0	0	0	0.04	0.15	0	0.49	0.49	0	0	0	0	0	0	0	0	0.24	0.19	0.04	0.07																																																
CG9877	2R	18973401	18973784		0.723623853	0	0	0.3	0	0	0.27	0	0	0.66	0	0.13	0.16	0	0	0	0	0	0	0	0.45	0.28	0.14	0.52	0.77																																																
CG9883	2L	2577670	2579180	matzyg	0.94041153	95.9	148.94	148.59	307.93	679.82	824.87	1224.14	860.67	319.08	615.6	160.87	140.33	89.28	144.55	155.39	271.66	682.15	681.49	1355.39	800.97	191.41	606.82	182.22	134.07																																																
CG9886	2L	2420807	2422915	mat	0.989406734	1.46	2.66	2.14	2.15	3.36	2.87	2.87	3.51	4.16	3.58	4.12	5.85	2.67	3.07	2.95	1.87	3.21	2.87	2.64	2.91	3.68	3.09	3.28	4.06	0	2.66	2.14	2.15	3.36	2.87	2.87	3.43	3.08	2.82	3.27	5.26	2.67	0	2.95	1.87	3.21	2.87	2.64	2.91	3.3	3.09	2.79	3.41	0	0	0	0	0	0	0	0.08	1.08	0.76	0.85	0.58	0	0	0	0	0	0	0	0	0.38	0	0.49	0.65
CG9890	2R	18950269	18951787	mat	0.975813149	35.02	38.2	37.65	38.6	48.7	38.3	45.17	46.35	36.6	31.37	35.51	43.88	40.31	34.58	47.02	45.13	45.92	47.33	41.57	46.63	34.43	33.5	30.35	38.81	35.02	38.2	37.18	38.6	48.7	37.94	45.17	46.35	33.96	29.24	29.88	38.34	40.31	34.58	47.02	45.13	45.92	47.33	41.57	46.63	29.72	33.5	25.2	34.28	0	0	0.47	0	0	0.36	0	0	2.64	2.13	5.63	5.54	0	0	0	0	0	0	0	0	4.71	0	5.15	4.53
CG9894	2L	2753233	2756606	matzyg	1.037137683	201.47	130.2	158.02	203.01	248.37	388.15	492.84	514.04	980.94	803.59	1017.44	823.85	204.12	230.06	188.41	162.52	296.24	357.66	566.6	375.38	886.04	771.88	934.91	1033.1																																																
CG9896	2R	18881185	18886406	mat	1.155829492	37.83	17.86	14.84	1.66	0.14	0.05	0.03	0.03	0	0.03	0	0.03	31.87	18.86	7.9	2.35	0.07	0.21	0	0.03	0.03	0	0.05	0	37.25	17.86	14.84	0	0	0	0	0	0	0	0	0	31.87	18.86	7.9	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9899	2R	19046428	19049553		1.9	0	0	0	0	0	0	0	0.02	0.05	0	0.07	0.02	0	0	0	0	0	0	0	0	0.02	0.09	0.04	0.14																																																
CG9902	X	16437584	16441519	mat	1.041478338	2.36	2.38	1.5	0.46	0.14	0.11	0.01	0.12	0.43	0.53	0.31	0.5	2.63	0.78	1.22	0.84	0.24	0.1	0.01	0.12	0.14	0.2	0.58	0.27																																																
CG9903	X	16433185	16434885		0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.03																																																
CG9904	X	2513832	2516173	mat	0.952887295	22.87	18.48	13.94	6.13	1.87	0.86	1.31	1.22	5.04	4.65	7.09	3.09	21.82	23.12	11.89	8.1	2.32	1.52	1.42	1.33	3.08	2.99	4.22	1.89	22.87	18.48	13.94	6.13	0	0	0	0	2.52	0	3.54	3.09	21.82	23.12	11.89	8.1	2.32	0	0	0	3.08	2.99	4.22	1.89	0	0	0	0	0	0	0	0	2.52	0	3.54	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9906	X	16417334	16419254	mat	1.002599326	3.23	4.14	2.98	1.59	0.59	0.32	0.55	0.67	1.27	0.44	1.24	2	3.28	3.77	2.97	1.94	0.72	0.43	0.26	0.35	1.54	1.02	1.27	1.35																																																
CG9911	X	16187885	16190918	mat	1.310532635	30.67	18.63	13.37	5.87	0.82	1.25	1.39	1.6	8.25	4.68	10.8	7.56	26	10.94	7.83	3.3	1.97	1.55	1.95	1.69	6.67	4.48	5.05	6.54	30.67	18.63	13.37	5.87	0	0	0	0	5.01	2.63	8.74	7.56	26	10.94	7.83	0	0	0	1.95	0	6.67	4.48	5.05	6.54	0	0	0	0	0	0	0	0	3.24	2.05	2.06	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9914	X	16200944	16202416	mat	1.075923477	35.92	23.98	23.31	23.49	9.95	9.53	15.06	7.17	6.96	5.92	4.54	2.76	19.68	34.09	19.52	14.92	13.45	11.72	10.97	8.65	3.67	6.12	4.06	3.02	35.92	23.98	23.31	23.49	0	9.53	14.48	5.98	1.39	0	4.13	0	19.68	34.09	18.96	14.92	12.91	11.72	10.97	0	0	0	0	3.02	0	0	0	0	0	0	0.58	1.2	5.57	0	0.41	0	0	0	0.56	0	0.54	0	0	0	0	0	0	0
CG9915	X	16204130	16207171	mat	1.082432765	101.43	104.64	123.5	121.43	142.08	116.64	115.47	147.02	135.06	156.32	133.7	129.44	104.35	108.36	118.98	130.25	118.56	127.65	113.21	140.06	102.33	134.51	101.32	78.48	101.43	104.64	122.66	120.7	142.08	116.64	115.47	147.02	128.31	140.96	123.1	129.44	104.35	108.36	118.98	130.25	118.56	127.65	113.21	140.06	102.33	133.77	101.32	78.48	0	0	0.84	0.73	0	0	0	0	6.75	15.36	10.6	0	0	0	0	0	0	0	0	0	0	0.74	0	0
CG9917	X	16215455	16217282	mat	0.988797361	139.5	120.7	163.16	91.22	12.83	6.96	4.97	4.24	0.92	1.52	0.71	0.37	159.97	112.86	138.93	105.85	22.28	15.04	1.9	10.03	0.65	1.08	0.85	0.99	139.5	120.7	162.88	91.22	12.83	6.96	4.97	0	0	0	0	0	159.62	112.86	138.93	105.49	22.28	14.63	0	9.44	0	0	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0.35	0	0	0.36	0	0.41	0	0.59	0	0	0	0
CG9918	3R	9926179	9928562		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0																																																
CG9919	X	16222469	16224773	matzyg	1.103510351	0	0.04	0.04	0	0.32	0.32	0.23	0.33	1.09	1.14	0.77	0.57	0	0.11	0.34	0.3	0.21	0.4	0.5	0.18	0.37	0.55	0.49	0.27																																																
CG9921	X	16225294	16226322	mat	1.033121476	38.23	38.43	36.15	29.69	10.17	12.4	13.9	7.08	10.3	10.38	11.23	5.82	39.85	35.5	32.9	26.36	15.8	12.68	11.82	11.4	12.09	7.81	8.17	8.36																																																
CG9922	3R	9860737	9861887	matzyg	1.121074766	53.24	22.95	23.65	14.14	4.05	7.89	4.02	4.47	19.89	12.2	27.09	26.13	35.94	25.15	16.23	10.14	6.97	3.54	4.6	6.59	31.42	13.39	21.55	36.08																																																
CG9925	3R	9786431	9789891	mat	1.037620151	93.73	54.83	108.86	47.86	30.64	14.82	13.52	27.27	12.29	24.01	17.77	22.59	99.52	49.93	81.36	62.07	34.31	30.29	14.5	27.47	14.08	21.59	12.31	13.43	93.73	54.83	108.86	47.86	30.64	0	0	27.27	0	24.01	0	22.59	99.52	49.93	81.36	62.07	34.31	30.29	0	0	0	21.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9926	3R	9775945	9776860	mat	1.930319308	4.39	1.51	0.44	0.05	0.06	0	0	0.13	0.11	0	0.05	0.61	2	0.85	0.49	0.53	0.05	0	0	0.06	0.3	0.06	0.16	0.38																																																
CG9928	2L	13142480	13142902		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0																																																
CG9932	2L	13022670	13060115	zyg	0.361702128	0.03	0	0.01	0	0	0.02	0.04	0.02	0.03	0.04	0	0.13	0	0.01	0.02	0	0.01	0.06	0	0.01	0.05	0.01	0.04	0.02																																																
CG9934	2L	13013387	13019434	mat	0.928742438	66.32	66.93	90.02	59.12	59.55	30.81	28.12	44.81	22.77	27.58	26.25	30.85	82.34	80.07	71.36	80.8	51.76	47.1	21.74	44.51	19.87	27.92	18.07	17.99																																																
CG9935	4	656750	667182	zyg	2.555555556	0	0	0	0	0	0.07	0	0.04	0.13	0.04	0.1	0.12	0	0	0	0	0.02	0	0	0	0.04	0.05	0.04	0.16																																																
CG9940	X	13578585	13612316	mat	0.897195021	36.58	37.45	47.86	31.32	37.57	22.5	20.79	36.7	12.23	17.79	9.02	14.26	44.02	42.33	44.08	49.71	31.18	32.25	15.01	35	9.58	23.39	10	7.86	36.58	37.45	47.86	31.32	37.57	22.5	20.79	36.31	12.23	17.79	9.02	14.26	44.02	42.33	44.08	49.71	31.18	32.25	15.01	35	9.58	23.39	10	7.86	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9941	X	13612766	13616058	mat	0.957320045	72.16	73.74	77.27	34.21	9.34	3.83	4.01	4.01	5.09	4.22	7.37	3.6	73.79	88.97	58.84	43.63	11.7	9.23	2.48	6.68	2.7	3.56	3.05	1.88	72.16	73.74	77.27	0	0	0	0	0	0	0	0	0	73.79	0	56.94	43.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0
CG9945	2R	16506007	16508586	mat	1.062586148	50.39	38.11	38.53	12.66	2.5	2.26	2.34	1.89	3.62	4.94	4.81	3.34	51.72	32.8	29.72	15.85	3.54	2.22	1.36	2.82	5.38	3.38	3.57	4.09																																																
CG9947	X	16333179	16335313	mat	0.955622711	56.29	58.92	49.39	47.59	23.14	21.77	27.84	20.71	18.59	21.23	17.65	15.08	51.99	70.39	52.52	41.29	34.04	28.44	18.83	26.25	10.99	17.12	18.72	14.77																																																
CG9948	3L	6949250	6950540	mat	1.066782013	29.66	27.6	33.25	44.91	35.63	36.55	27.75	28.22	22.75	22.63	21.39	18.63	34.35	15.04	33.92	36.65	31.61	32.73	27.82	31.59	22.7	25.3	20.98	20.99																																																
